pondID,treatment,sampleID,dateSampled,D_N,zone,sampleVolume_L,amountSubSampled_mL,subSampleTotal_mL,subSampleExpansionCoef,species,organismCount,length_mm,sex,copepodite
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.1711,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4161,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.364,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Skistodiaptomus,1,1.1483,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.2466,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Eubosmina,1,0.2903,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4047,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Eubosmina,1,0.2981,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Nauplii,1,0.2009,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4075,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Leptodiaptomus,1,1.2055,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4982,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3021,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4781,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4361,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Bosmina,1,0.2214,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.478,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3595,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3495,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Nauplii,1,0.2011,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.2954,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Skistodiaptomus,1,1.1291,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3649,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3931,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3339,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4439,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4492,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Nauplii,1,0.155,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Bosmina,1,0.2526,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Bosmina,1,0.2153,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Nauplii,1,0.1938,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4067,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4273,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.2991,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3681,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Eubosmina,1,0.2967,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Eubosmina,1,0.3167,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3517,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Eubosmina,1,0.3674,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3491,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3666,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4426,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.2964,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4338,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.4061,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Diacyclops,1,0.4812,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Nauplii,1,0.1681,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.3543,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Ceriodaphnia,1,0.2995,NA,NA
1,"enriched, cyprinids",23,8/1/2019,N,HP,8,5,250,50,Nauplii,1,0.2174,NA,NA
