pondID,treatment,sampleID,dateSampled,D_N,zone,sampleVolume_L,amountSubSampled_mL,subSampleTotal_mL,subSampleExpansionCoef,species,organismCount,length_mm,sex,copepodite
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.2002,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.2254,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1275,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Ceriodaphnia,1,0.2998,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.2063,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Acanthocyclops,1,0.427,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Chydorus,1,0.2179,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1717,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.2721,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Diacyclops,1,0.5533,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Chydorus,1,0.2588,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1929,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Diacyclops,1,0.547,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1704,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Chydorus,1,0.2162,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1907,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Acanthocyclops,1,0.56,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1808,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1511,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.1521,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.216,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Chydorus,1,0.1713,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Nauplii,1,0.2807,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Chydorus,1,0.1854,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Acanthocyclops,1,0.3526,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Diacyclops,1,0.5997,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Chydorus,1,0.2688,NA,NA
2,"unenriched, cyprinids and percids",9,7/31/2019,D,IL,4.5,12,250,20.83333333,Acanthocyclops,1,0.4386,NA,NA
