pondID,treatment,sampleID,dateSampled,D_N,zone,sampleVolume_L,amountSubSampled_mL,subSampleTotal_mL,subSampleExpansionCoef,species,organismCount,length_mm,sex,copepodite
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.229,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.166,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.5455,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,1.1051,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.4446,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Bosmina,1,0.1658,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.2173,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1239,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Diacyclops,1,0.6612,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.2505,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3428,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2236,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1176,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3279,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.3169,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2371,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.22,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3975,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3014,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1503,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Acanthocyclops,1,0.6565,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2423,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2056,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.179,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,1.3434,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1767,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2491,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1858,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3036,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.2508,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.2322,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.19,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,1.1444,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2612,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.205,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Daphnia,1,0.3196,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.2067,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Bosmina,1,0.1624,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Acanthocyclops,1,0.3162,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3367,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3869,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.2149,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1809,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1773,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1219,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Acanthocyclops,1,0.7141,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Bosmina,1,0.3177,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.6063,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Acanthocyclops,1,0.6953,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.2731,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3821,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Acanthocyclops,1,0.6214,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3062,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Ceriodaphnia,1,0.3594,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.208,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Chydorus,1,0.2813,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Acanthocyclops,1,0.2913,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.2164,NA,NA
1,"enriched, cyprinids",25,8/1/2019,N,IL,4,5,250,50,Nauplii,1,0.1773,NA,NA
