pondID,treatment,sampleID,dateSampled,D_N,zone,sampleVolume_L,amountSubSampled_mL,subSampleTotal_mL,subSampleExpansionCoef,species,organismCount,length_mm,sex,copepodite
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4398,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.3369,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2028,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.3702,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4369,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.1468,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.3853,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Epischura,1,0.7269,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2681,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.1279,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.2912,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Epischura,1,0.4575,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.2917,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4618,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4355,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2419,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2607,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4569,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.3349,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Skistodiaptomus,1,1.0612,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4846,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Diacyclops,1,0.3055,NA,T
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4563,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4663,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4583,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2632,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Epischura,1,0.679,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2042,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4791,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Leptodiaptomus,1,1.1615,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.5159,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4591,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Nauplii,1,0.2313,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.3838,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4382,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Chydorus,1,0.2076,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.3883,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.5017,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.5149,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Ceriodaphnia,1,0.4624,NA,NA
2,"unenriched, cyprinids and percids",6,7/31/2019,D,EP,16,4,250,62.5,Skistodiaptomus,1,1.0569,NA,NA
